,Unnamed: 0,Name,Review,Suggestion/Complaint
736,736,brynmor,"
great


Super sandels very  comfey and secure on the feet.This is my second pair,I had the last pair for 7years.Super quick delivery.Thank you.
",1.0
737,737,Kezza,"
Five Stars


Really pleased how quickly the sandals arrived great product
",1.0
738,738,Mrs G Levy,"
Comfy but chic Birkenstocks


comfy Birkenstocks in a sweet pearlised neutral colour
",1.0
739,739,Amazon Customer,"
Good leather, very nice model!


I wish I ordered 39.5 size instead 39 but it fits ok.
",1.0
740,740,Est,"
Love them!


So comfortable, my favourite shoes for summer! Only thing is they fit quite large and look quite clumpy, but that's the look I was going for. Just to be aware of!
",1.0
741,741,Amzi,"
Hard soles


Ordered size too small, I'm usually EU 38 and got EU37.5 based on other reviews.  The soles are very hard, hardly bends with natural forting when walking...maybe I'll give it another go in the summer. Ended up returning the item.
",0.0
742,742,DanaK,"
Very comfortable


Loved them, fit excellent, look sturdy and great quality. Bought for discounted price, excellent value for money.
",1.0
743,743,brenda hynam,"
birkenstocks


arrived fast. great shoes as requested for a brilliant price, better than best price on secondhand on e bay!!!
",1.0
744,744,Amazon Customer,"
Berkenstock sandals


Love these so comfy
",1.0
745,745,J. Oliver,"
Good


Great comfortable sandals
",1.0
746,746,m brownmargaret brown,"
Five Stars


very pleased they ar so comfortable several people have commented how nice they are would recommend to everyone
",1.0
747,747,Mrs Denise Marsden,"
Very comfy


I have worn them since I received them very comfy and because I walk a lot thought they might slip up and down but they don't
",1.0
748,748,Di,"
Lovely comfy sandals.


My son wears these until they fall to pieces; so comfortable
",1.0
749,749,Mrs. June Carey,"
Birkenstock


Yes love the saddles but unfortunately they where extremely large exchanged for size 40 that have already arrived and fit perfect
",0.0
750,750,Alyson,"
Beautiful


Slightly big but still OK.Beautiful colour
",1.0
751,751,Geensalad,"
they are so comfortable


My husband wears these Birkenstocks as slippers in winter and in summer never has anything else on his feet!  He loves them.
",1.0
752,752,sally,"
Clogs


Comes very large for U.K. Sizes, would be helpful when describing product & avoid unnecessary returns
",1.0
753,753,margaret campbell paterson,"
pleased with choice


Not what I would normally have chosen, however, I have grown to love them. I tend to stay with the self coloured, but pattern makes a good change
",1.0
754,754,S Danger,"
Cinderella


Great sandals, I practically live in these. I wore a hole in the toe of my favorite ones, so had to replace them.
",1.0
755,755,Amazon customer,"
Five Stars


Perfect have bought about 3 pairs. Initially need breaking in. But so comfortable.
",1.0
756,756,Teresa Hodgson,"
Birkenstock Unisex clogs


Am very happy with the sandals, I have had several pairs and have always been satisfied with their comfort and durability
",1.0
757,757,Mrs. Kim Bracken,"
Birkenstock Arizona 51793 Slim Width Unisex Clogs, Black, EU 38


The fit is good and the price was good, so I am happy. Some of the range though is very over priced for what they are.
",1.0
758,758,deborah lynott,"
You cant beat Birkenstocks !!


Great stylish Sandle for the summer. Perfect fit. Great colour goes with anything.
",1.0
759,759,charlotte,"
Five Stars


perfect and i love them wear them all the time :)
",1.0
760,760,Jayneh,"
Great sandals - the narrower fitting suits my feet much ...


Great sandals - the narrower fitting suits my feet much better than the regular style.  Good that these are non leather too.
",1.0
761,761,Amazon Customer,"
Five Stars


My husband's favourite footwear almost all year round!!
",1.0
762,762,John Badgery,"
but it would be useful to have the EU size on the website so ...


Sandals are advertised in UK sizes. My size is EU 45 but I have received EU 44, not the direct equivalent of UK 10.  Some UK sizes have a direct EU equivalent, most do not,  but it would be useful to have the EU size on the website so that errors of this sort do not occur.  The length is OK but the straps are struggling to cover my feet.
",0.0
763,763,The weedie,"
At first they aren't very comfy but once they form ...


At first they aren't very comfy but once they form the shape of the your feet they improve dramatically.
",1.0
764,764,Circle Jerk,"
Comfortable feet


You've just got to Love Birkenstocks for comfy tootsies, go anywhere, go with anything shoes. Bought these for my Mum
",1.0
765,765,Simone Rollo,"
Four Stars


Good quality, well packaged & delivered on time, just came up too big so sent back & ordered smaller
",1.0
766,766,Amazon Customer,"
birks


great product, I always buy Birkenstocks  fast delivery .great price
",1.0
767,767,Debbies26,"
Fantastic Shoes


This is my first pair of these - my wife said to give them a go and I don't regret it at all.  They fit perfectly and are so comfortable.  Recommended.
",1.0
768,768,Amazon Customer,"
great shoes


Beautiful and comfortable
",1.0
769,769,Kindle Customer,"
Five Stars


husband loves them
",1.0
770,770,Amazon Customer,"
As expected


Great quality and fit
",1.0
771,771,C. R. Ness,"
Nice


Classy sandals as always with birkenstocks
",1.0
772,772,Mrs TomTom,"
Perfect!


Very comfortable and love the colour!! Would recommend.
",1.0
774,774,anas atlas,"
good comfortable sandal


its a good sandal worth paying money for it the packaging was alright but the sandal was safe and clean thats what matter to me how about you.....
",1.0
775,775,Lee Jackson,"
Comfortable, light weight & fantastic quality


These are just such good quality! Comfortable, light and this colour is really hard to find! SO GOOD, I bought 2 pairs!!
",1.0
776,776,John Martin,"
good product and good service


this product was as expected from Birkenstock and the service by amazon was very good and would recommend this product.
",1.0
777,777,Debz,"
Birkenstock Men's Arizona sandals


Great fit, hard wearing. Second pair in 8 years!
",1.0
778,778,Chalabi C.,"
Narrow fit great for narrow feet


Great
",1.0
779,779,I. Hailstone,"
Five Stars


This is my 3rd pair they are fit for the purpose
",1.0
780,780,maristancu,"
great red brownish colour and distressed look of leather


great red brownish colour and distressed look of leather, good fit, comfortable, good old 'Stocks : ).  Also love the copper buckles
",1.0
781,781,Stephen,"
Very comfortable


Am a UK size 9 (43) but the sandals in this size were too big. Received a prompt refund after sending them back. Took a chance and ordered the size 8 (42) and  they were much better fit. Would recommend wearing them indoors for a few days to break them in and they soon become really comfortable!
",1.0
782,782,Amazon Customer,"
Very comfortable from first wear


Very comfortable from first wear. Usually wear gizeh which can rub between toes initially so it was nice to be able to wear these all day from the first time of wearing.  Look great too, black patent more feminine than the leather.
",1.0
783,783,Enid Howatt,"
Three Stars


Do not fit properly for me so returned.
",0.0
784,784,Josephineanderson,"
If you love your Birks, these are for you.


Lovely leather and traditional Birkenstock style. Perfect fit.
",1.0
785,785,Dora Explorer,"
Five Stars


Love them, so comfy and hopefully sorting out my feet.
",1.0
786,786,Naomi S,"
Perfect!!!


Arrived very fast (2 days) with normal postage, quality very high and fit was very good. The materials are very soft on the skin and don't rub excessively - I walked about 3 miles in them a week after receiving them and had no blisters!! The shoes are exactly as shown, and I have absolutely zero complaints about them!! So happy about this purchase.
",1.0
787,787,Mrs Yvonne Knight,"
What a bargain


Stylish and very comfortable to wear. I did get mine in the sale and they are more than worth it.
",1.0
788,788,j a burgess,"
Five Stars


Excellent product & service
",1.0
789,789,Mrs. C. Darton,"
Birkenstocks wrong size


They were too big but I think I may have asked for the wrong size.  I've re-ordered so hopefully they will be OK when they arrive.
",0.0
790,790,Amazon Customer,"
Five Stars


Very good fit and comfortable. Quick delivery as well.
",1.0
791,791,mariac,"
Great purchase


Great choice of colour and sizes .Great price and super fast delivery. About to purchase another pair. Would strongly recommend
",1.0
792,792,Kelly Platts,"
Comfy


comfy as always
",1.0
793,793,Trevor Palmer,"
Good quality


Very comfortable and great quality.
",1.0
794,794,Mr. I. S. Waddell,"
Spot on fit and great colour.


Great product at a great price. Just make sure you know hat you are buying.
",1.0
795,795,@72dg,"
Comfy Comfy


perfect! Love Birkenstocks and buy a new pair most years as I wear them constantly. These are as good as ever
",1.0
796,796,Miss K.,"
Five Stars


This was my 2nd buy of these shoes. They are great
",1.0
797,797,Keith E,"
Excellent - as expected


Just as I expected. This is very good. I kind of expected this to be like this hence I ordered it. I was not wrong.
",1.0
798,798,gail marsden houseproud cleaning services,"
best sandles ever


This is my 3rd pair , I totally live in these . Great price and quick delivery
",1.0
799,799,rew1mac,"
Good fit for narrow feet.


My second purchase of this type.Unusually, the fit is good for my narrow feet. Expect to buy again.
",1.0
800,800,David Brett and sinead brown,"
Five Stars


Look great good value last a long time
",1.0
801,801,Mrs Alison Whittaker,"
Five Stars


Good buy
",1.0
802,802,redchops,"
Birkenstock Unisex Clogs


Bought for the missus and she loves them, these being her second pair although Im not sure about the Unisex tag.
",1.0
803,803,Mr. A. Osman,"
If you have never purchased a pair then get some....


Quality German build quality, lovely fit. Great colour and so easy to wear anytime. Roll on holiday time.
",1.0
