,Name,Review,Suggestions/Complaints
295,HariKrishna,"
Best smart device



  Best Best Best, I got this for just 2099rs/- during prime day sale. I have received the product in very good condition and working perfectly. Will update the review after few months of usage. Note: I have used 2nd generation fire stick for 11months and faced only wifi connectivity issues sometimes, hope in this version all those issues were addressed.

",1
296,G Saravanan,"
Could there be any more worst product



  For the cost that these guys sell, they think the buyers are stupids.Absolutely rubbish product.1. Home screen messy2. No good live tv integration3. Low quality remote4. Not showing recently used apps5. Always showing Amazon prime content in home even if I haven't subscribed for them. (Should we just see the trailer everyday,🙄)

",0
297,AV,"
No inbuilt Screen-share/ Chrome Cast / Airplay, Low In built memory



  It’s not worth the price for two reasons.1. No adequate inbuilt wireless screen share options. The one that is there is not working. Third party softwares are a pain and quality is cheap. I wish I had ordered a different stream stick that offers built in screenshare options, they come cheaper too.2. Inbuilt memory is very less. Device got full with basic streaming apps and one game.they could have done a better job with the fire stick, by giving a good inbuilt screen share and a better memory and ram.Also, in between app navigation to find certain latest episodes is troublesome even with Alexa.It doesn’t really feel that I have ordered the latest version of fire stick.A lot of innovation still beckons to make it user friendly.

",0
298,Nitin,"
Volume problem



  Vol key not working . I'm cheng 2 time but doesn't working..Customer care also not given any good solution. Don't purchase...If interested fire tv then buy another brand ..

",0
299,Sanket Bhujbal,"
Firestick's remote isn't working properly.



  Within a month of use, the remote of the firestick stopped functioning. It was very frustrating when we were trying to exchange or submit the grievance. Still, we didn't know how to submit or raise the issue for it.

",0
300,Sivakumar,"
Remote is not pairing with Fire stick



  Remote is not pairing with Fire stick. Can't use the device.

",0
301,Rohit,"
All good



  All good with this. Easy to install, easy to navigate between apps, great sound quality.I got it for 2199 during the great Indian shopping festival of 2021 and I was happy that it was a great deal but the price was same after the festival ended.

",1
302,RAHUL DUBEY,"
Do not buy this garbage.



  It is the worst product. Hang everytime. Do not  buy this. They made this device for themselves and selling prime video.  garbage device. YouTube always stops. They promote their  business. Worst device.  Do not stearm properly. I recommend that none need to buy this.

",0
303,Rajat Tamhane,"
Not delivered promotional deal. Very poor..



  Voot, Zee5 and Sony Liv was supposed to be free for one year as per the promotional offer. The promotion is not being delivered.  Amazon please resolve this!

",0
304,Asish,"
Amazed by the audio output



  The smartest way to pump up your TV with extra smart features. Got it for Rs.2099 on amazon sale. Additional 5% offer for Amazon Pay Card. Using it as an emulator for retro games as well !!

",1
305,Akshaya,"
Serves the purpose



  Everything is amazing. On point. Has all the apps. I think the only missing feature is that we can't mirror screen. Also we can't connect directly from our phone to the TV for all apps except Amazon apps. I think that's a draw back. If that's not an issue I think u must buy this.

",1
306,charan,"
Must have device



  I'm surprised how seamless the UI transition is and this device handles multiple apps without any lag. I've seen many android smart TVs which failed to impress.In my opinion it's a must have device if you like to binge watch shows on multiple apps.

",1
307,Rhea,"
Screwed up my TV



  After I started using this with my TV, it is randomly starting to play in the middle of the night and abruptly goes off while watching something. That's it am not using my TV anymore. Atleast before I was using other normal apps now even that is gone. I wont recommend this

",0
308,Prasanna,"
FireTV Stick is better than Chromecast



  I was using ChromeCast for my TV and I purchased a new TV for my parents with Fire TV Stick.The Remote in FireTV Stick is awesome and it is very user friendly for my parents to watch Hotstar and other contents.The Alexa voice recognition is super and I have not expected it will be super usefull.The only problem I am facing is that I can able to cast youtube video from mobile but not from hotstar or other apps.

",1
